area;ciudad;conglomerado;panelm;vivienda;hogar;c01;c02;c03;c04a;c07;c08a;c09;c10;c11;c12;c13;c14;c18;c19;c20a;c21a;estrato;fexp;upm;id_vivienda;id_hogar;periodo
1;010150;075804;081;03;1;2;3;2;3;3;3;3;2;2;2;2;2;1;2;2;2;2712;117,960436233402;010150075804;01015007580408103;010150075804081031;202605
1;010150;075804;081;04;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;3;3;2712;117,960436233402;010150075804;01015007580408104;010150075804081041;202605
1;010150;075804;081;05;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2712;117,960436233402;010150075804;01015007580408105;010150075804081051;202605
1;010150;075804;081;06;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;2;2712;117,960436233402;010150075804;01015007580408106;010150075804081061;202605
1;010150;075804;081;07;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2712;117,960436233402;010150075804;01015007580408107;010150075804081071;202605
1;010150;076002;063;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206301;010150076002063011;202605
1;010150;076002;063;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206302;010150076002063021;202605
1;010150;076002;063;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206303;010150076002063031;202605
1;010150;076002;063;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206304;010150076002063041;202605
1;010150;076002;063;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206305;010150076002063051;202605
1;010150;076002;063;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206306;010150076002063061;202605
1;010150;076002;063;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2712;888,74892894419;010150076002;01015007600206307;010150076002063071;202605
1;010150;076602;083;01;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208301;010150076602083011;202605
1;010150;076602;083;02;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208302;010150076602083021;202605
1;010150;076602;083;03;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208303;010150076602083031;202605
1;010150;076602;083;04;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208304;010150076602083041;202605
1;010150;076602;083;05;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208305;010150076602083051;202605
1;010150;076602;083;06;1;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208306;010150076602083061;202605
1;010150;076602;083;07;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2713;247,090517535295;010150076602;01015007660208307;010150076602083071;202605
1;010151;000602;066;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206601;010151000602066011;202605
1;010151;000602;066;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206604;010151000602066041;202605
1;010151;000602;066;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206605;010151000602066051;202605
1;010151;000602;066;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206606;010151000602066061;202605
1;010151;000602;066;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206607;010151000602066071;202605
1;010151;000602;066;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;0113;185,156262167495;010151000602;01015100060206608;010151000602066081;202605
1;010151;000602;066;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;185,156262167495;010151000602;01015100060206610;010151000602066101;202605
1;010151;001002;063;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;372,208763249649;010151001002;01015100100206301;010151001002063011;202605
1;010151;001002;063;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;372,208763249649;010151001002;01015100100206302;010151001002063021;202605
1;010151;001002;063;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;372,208763249649;010151001002;01015100100206303;010151001002063031;202605
1;010151;001002;063;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0112;372,208763249649;010151001002;01015100100206304;010151001002063041;202605
1;010151;001002;063;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;372,208763249649;010151001002;01015100100206305;010151001002063051;202605
1;010151;001002;063;06;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;372,208763249649;010151001002;01015100100206306;010151001002063061;202605
1;010151;001002;063;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0112;372,208763249649;010151001002;01015100100206307;010151001002063071;202605
2;010156;000101;066;01;1;2;3;1;3;3;2;2;2;3;2;2;2;2;2;3;3;0123;1516,56295673712;010156000101;01015600010106601;010156000101066011;202605
2;010156;000101;066;02;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;0123;1516,56295673712;010156000101;01015600010106602;010156000101066021;202605
2;010156;000101;066;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1516,56295673712;010156000101;01015600010106603;010156000101066031;202605
2;010156;000101;066;04;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;3;3;0123;1516,56295673712;010156000101;01015600010106604;010156000101066041;202605
2;010156;000101;066;05;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1516,56295673712;010156000101;01015600010106605;010156000101066051;202605
2;010156;000101;066;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1516,56295673712;010156000101;01015600010106606;010156000101066061;202605
2;010156;000101;066;07;1;3;2;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0123;1516,56295673712;010156000101;01015600010106607;010156000101066071;202605
1;010162;000501;066;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106601;010162000501066011;202605
1;010162;000501;066;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106602;010162000501066021;202605
1;010162;000501;066;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106603;010162000501066031;202605
1;010162;000501;066;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106604;010162000501066041;202605
1;010162;000501;066;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106605;010162000501066051;202605
1;010162;000501;066;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106606;010162000501066061;202605
1;010162;000501;066;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;364,847803133866;010162000501;01016200050106607;010162000501066071;202605
1;010162;001903;081;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308102;010162001903081021;202605
1;010162;001903;081;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308103;010162001903081031;202605
1;010162;001903;081;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308104;010162001903081041;202605
1;010162;001903;081;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308105;010162001903081051;202605
1;010162;001903;081;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308106;010162001903081061;202605
1;010162;001903;081;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308107;010162001903081071;202605
1;010162;001903;081;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;87,2207877513955;010162001903;01016200190308110;010162001903081101;202605
1;010162;001906;083;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608303;010162001906083031;202605
1;010162;001906;083;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608304;010162001906083041;202605
1;010162;001906;083;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608305;010162001906083051;202605
1;010162;001906;083;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608306;010162001906083061;202605
1;010162;001906;083;07;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608307;010162001906083071;202605
1;010162;001906;083;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608308;010162001906083081;202605
1;010162;001906;083;09;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;38,936633108872;010162001906;01016200190608309;010162001906083091;202605
2;010162;902502;063;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0123;714,140410932913;010162902502;01016290250206301;010162902502063011;202605
2;010162;902502;063;02;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;714,140410932913;010162902502;01016290250206302;010162902502063021;202605
2;010162;902502;063;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;714,140410932913;010162902502;01016290250206303;010162902502063031;202605
2;010162;902502;063;04;1;2;2;1;3;2;2;2;2;2;2;2;2;3;2;2;3;0123;714,140410932913;010162902502;01016290250206304;010162902502063041;202605
2;010162;902502;063;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;714,140410932913;010162902502;01016290250206305;010162902502063051;202605
2;010162;902502;063;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;714,140410932913;010162902502;01016290250206306;010162902502063061;202605
2;010162;902502;063;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;714,140410932913;010162902502;01016290250206307;010162902502063071;202605
2;010169;900401;066;01;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;0122;884,592203878484;010169900401;01016990040106601;010169900401066011;202605
2;010169;900401;066;02;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;0122;884,592203878484;010169900401;01016990040106602;010169900401066021;202605
2;010169;900401;066;03;1;2;2;1;2;2;2;3;3;3;3;3;3;3;3;3;3;0122;884,592203878484;010169900401;01016990040106603;010169900401066031;202605
2;010169;900401;066;04;1;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;0122;884,592203878484;010169900401;01016990040106604;010169900401066041;202605
2;010169;900401;066;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0122;884,592203878484;010169900401;01016990040106605;010169900401066051;202605
2;010169;900401;066;06;1;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;3;0122;884,592203878484;010169900401;01016990040106606;010169900401066061;202605
2;010169;900401;066;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0122;884,592203878484;010169900401;01016990040106607;010169900401066071;202605
2;010170;900302;081;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1341,25175235813;010170900302;01017090030208101;010170900302081011;202605
2;010170;900302;081;02;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1341,25175235813;010170900302;01017090030208102;010170900302081021;202605
2;010170;900302;081;03;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;0123;1341,25175235813;010170900302;01017090030208103;010170900302081031;202605
2;010170;900302;081;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;0123;1341,25175235813;010170900302;01017090030208104;010170900302081041;202605
2;010170;900302;081;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0123;1341,25175235813;010170900302;01017090030208105;010170900302081051;202605
2;010170;900302;081;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1341,25175235813;010170900302;01017090030208106;010170900302081061;202605
2;010170;900302;081;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;1341,25175235813;010170900302;01017090030208107;010170900302081071;202605
2;010170;901702;083;02;1;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;0123;484,754564623488;010170901702;01017090170208302;010170901702083021;202605
2;010170;901702;083;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;484,754564623488;010170901702;01017090170208303;010170901702083031;202605
2;010170;901702;083;04;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;484,754564623488;010170901702;01017090170208304;010170901702083041;202605
2;010170;901702;083;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;484,754564623488;010170901702;01017090170208305;010170901702083051;202605
2;010170;901702;083;07;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0123;484,754564623488;010170901702;01017090170208307;010170901702083071;202605
2;010170;901702;083;08;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0123;484,754564623488;010170901702;01017090170208308;010170901702083081;202605
2;010250;901003;063;01;1;2;3;2;1;2;2;2;2;2;2;2;2;3;2;3;2;0121;721,741402729553;010250901003;01025090100306301;010250901003063011;202605
2;010250;901003;063;02;1;1;2;2;2;3;2;3;1;2;2;2;3;2;3;2;2;0121;721,741402729553;010250901003;01025090100306302;010250901003063021;202605
2;010250;901003;063;03;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;0121;721,741402729553;010250901003;01025090100306303;010250901003063031;202605
2;010250;901003;063;04;1;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;0121;721,741402729553;010250901003;01025090100306304;010250901003063041;202605
2;010250;901003;063;05;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;0121;721,741402729553;010250901003;01025090100306305;010250901003063051;202605
2;010250;901003;063;06;1;1;2;2;3;2;3;3;1;2;2;3;3;3;2;3;3;0121;721,741402729553;010250901003;01025090100306306;010250901003063061;202605
2;010250;901003;063;07;1;3;3;2;3;2;3;2;3;2;3;2;3;3;3;3;3;0121;721,741402729553;010250901003;01025090100306307;010250901003063071;202605
1;010350;002002;063;01;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0113;194,105083204811;010350002002;01035000200206301;010350002002063011;202605
1;010350;002002;063;02;1;3;3;1;2;2;2;2;3;2;2;2;2;3;3;3;2;0113;194,105083204811;010350002002;01035000200206302;010350002002063021;202605
1;010350;002002;063;03;1;2;3;3;3;3;3;2;2;2;2;2;2;1;3;3;3;0113;194,105083204811;010350002002;01035000200206303;010350002002063031;202605
1;010350;002002;063;04;1;2;2;1;3;3;3;2;2;2;2;2;2;2;2;2;2;0113;194,105083204811;010350002002;01035000200206304;010350002002063041;202605
1;010350;002002;063;05;1;3;2;1;3;1;2;2;2;2;2;2;2;3;3;3;3;0113;194,105083204811;010350002002;01035000200206305;010350002002063051;202605
1;010350;002002;063;06;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;3;0113;194,105083204811;010350002002;01035000200206306;010350002002063061;202605
1;010350;002002;063;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0113;194,105083204811;010350002002;01035000200206307;010350002002063071;202605
2;010357;901502;066;01;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;3;0121;1652,71835026818;010357901502;01035790150206601;010357901502066011;202605
2;010357;901502;066;02;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;3;0121;1652,71835026818;010357901502;01035790150206602;010357901502066021;202605
2;010357;901502;066;03;1;2;3;3;2;2;1;3;2;2;1;2;2;3;2;2;2;0121;1652,71835026818;010357901502;01035790150206603;010357901502066031;202605
2;010357;901502;066;04;1;3;3;2;3;2;2;2;3;2;2;2;3;2;2;2;3;0121;1652,71835026818;010357901502;01035790150206604;010357901502066041;202605
2;010357;901502;066;05;1;2;3;2;3;2;2;2;3;2;3;2;3;2;3;3;3;0121;1652,71835026818;010357901502;01035790150206605;010357901502066051;202605
2;010357;901502;066;06;1;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;3;0121;1652,71835026818;010357901502;01035790150206606;010357901502066061;202605
2;010357;901502;066;07;1;2;2;1;2;2;2;2;2;2;2;2;2;1;3;2;3;0121;1652,71835026818;010357901502;01035790150206607;010357901502066071;202605
2;010451;900101;081;01;1;3;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;0121;1526,41253018483;010451900101;01045190010108101;010451900101081011;202605
2;010451;900101;081;02;1;2;3;2;3;3;3;3;3;3;3;3;3;3;1;2;3;0121;1526,41253018483;010451900101;01045190010108102;010451900101081021;202605
2;010451;900101;081;02;2;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;0121;1526,41253018483;010451900101;01045190010108102;010451900101081022;202605
2;010451;900101;081;03;1;1;3;1;3;2;1;2;3;3;3;3;3;2;3;3;2;0121;1526,41253018483;010451900101;01045190010108103;010451900101081031;202605
2;010451;900101;081;04;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0121;1526,41253018483;010451900101;01045190010108104;010451900101081041;202605
2;010451;900101;081;05;1;2;2;3;3;2;3;2;3;3;3;2;2;3;3;2;3;0121;1526,41253018483;010451900101;01045190010108105;010451900101081051;202605
2;010451;900101;081;06;1;2;2;2;2;3;3;3;3;2;3;3;3;3;2;3;3;0121;1526,41253018483;010451900101;01045190010108106;010451900101081061;202605
2;010451;900101;081;07;1;2;2;3;2;2;2;3;1;1;1;2;2;3;2;3;3;0121;1526,41253018483;010451900101;01045190010108107;010451900101081071;202605
2;010451;900202;083;04;1;2;2;1;3;3;3;3;3;2;3;3;3;2;1;2;2;0121;1246,91119474269;010451900202;01045190020208304;010451900202083041;202605
2;010451;900202;083;05;1;2;2;2;3;2;3;3;3;3;3;3;3;3;2;3;3;0121;1246,91119474269;010451900202;01045190020208305;010451900202083051;202605
2;010451;900202;083;06;1;2;2;2;2;3;3;3;3;3;2;2;2;3;2;2;2;0121;1246,91119474269;010451900202;01045190020208306;010451900202083061;202605
2;010451;900202;083;07;1;3;2;1;2;2;3;2;2;2;2;2;3;2;3;2;2;0121;1246,91119474269;010451900202;01045190020208307;010451900202083071;202605
2;010451;900202;083;08;1;3;2;2;2;3;2;3;3;3;2;3;2;3;2;2;1;0121;1246,91119474269;010451900202;01045190020208308;010451900202083081;202605
2;010451;900202;083;09;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;2;0121;1246,91119474269;010451900202;01045190020208309;010451900202083091;202605
2;010451;900202;083;10;1;3;2;2;2;3;2;2;2;3;2;2;3;2;3;2;2;0121;1246,91119474269;010451900202;01045190020208310;010451900202083101;202605
1;010950;000803;081;01;1;2;3;1;1;1;2;2;2;2;2;2;2;3;3;3;3;0112;274,986064495178;010950000803;01095000080308101;010950000803081011;202605
1;010950;000803;081;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;0112;274,986064495178;010950000803;01095000080308102;010950000803081021;202605
1;010950;000803;081;03;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;274,986064495178;010950000803;01095000080308103;010950000803081031;202605
1;010950;000803;081;04;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;0112;274,986064495178;010950000803;01095000080308104;010950000803081041;202605
1;010950;000803;081;05;1;1;3;3;2;2;2;2;3;2;2;2;1;1;2;2;3;0112;274,986064495178;010950000803;01095000080308105;010950000803081051;202605
1;010950;000803;081;06;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;0112;274,986064495178;010950000803;01095000080308106;010950000803081061;202605
1;010950;000803;081;07;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0112;274,986064495178;010950000803;01095000080308107;010950000803081071;202605
1;011150;000102;083;02;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0112;358,524878666118;011150000102;01115000010208302;011150000102083021;202605
1;011150;000102;083;03;1;2;2;1;2;2;2;2;2;2;2;2;2;2;3;2;3;0112;358,524878666118;011150000102;01115000010208303;011150000102083031;202605
1;011150;000102;083;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;0112;358,524878666118;011150000102;01115000010208304;011150000102083041;202605
1;011150;000102;083;06;1;2;3;2;1;3;1;2;2;3;2;2;2;3;2;2;2;0112;358,524878666118;011150000102;01115000010208306;011150000102083061;202605
1;011150;000102;083;08;1;2;3;1;2;2;2;3;3;2;3;2;2;3;3;3;3;0112;358,524878666118;011150000102;01115000010208308;011150000102083081;202605
1;011150;000102;083;09;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;3;0112;358,524878666118;011150000102;01115000010208309;011150000102083091;202605
1;011150;000102;083;10;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0112;358,524878666118;011150000102;01115000010208310;011150000102083101;202605
2;011351;900202;063;01;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1028,1160022269;011351900202;01135190020206301;011351900202063011;202605
2;011351;900202;063;02;1;2;2;1;2;2;2;2;2;3;2;1;2;3;3;3;3;0122;1028,1160022269;011351900202;01135190020206302;011351900202063021;202605
2;011351;900202;063;03;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;3;2;0122;1028,1160022269;011351900202;01135190020206303;011351900202063031;202605
2;011351;900202;063;04;1;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;3;0122;1028,1160022269;011351900202;01135190020206304;011351900202063041;202605
2;011351;900202;063;05;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;0122;1028,1160022269;011351900202;01135190020206305;011351900202063051;202605
2;011351;900202;063;06;1;2;2;1;3;2;2;2;2;2;2;2;2;1;3;2;3;0122;1028,1160022269;011351900202;01135190020206306;011351900202063061;202605
2;011351;900202;063;07;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1028,1160022269;011351900202;01135190020206307;011351900202063071;202605
2;011352;900602;081;01;1;2;2;2;2;2;2;2;2;3;1;2;2;3;3;3;3;0122;1040,41939528334;011352900602;01135290060208101;011352900602081011;202605
2;011352;900602;081;02;1;3;3;2;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;1040,41939528334;011352900602;01135290060208102;011352900602081021;202605
2;011352;900602;081;03;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;0122;1040,41939528334;011352900602;01135290060208103;011352900602081031;202605
2;011352;900602;081;04;1;2;3;2;3;2;2;2;2;1;2;2;2;3;3;3;3;0122;1040,41939528334;011352900602;01135290060208104;011352900602081041;202605
2;011352;900602;081;05;1;2;2;1;2;2;2;2;2;2;2;2;2;3;2;2;3;0122;1040,41939528334;011352900602;01135290060208105;011352900602081051;202605
2;011352;900602;081;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;0122;1040,41939528334;011352900602;01135290060208106;011352900602081061;202605
2;011450;900101;083;01;1;3;3;1;2;2;2;2;2;2;2;2;2;3;3;3;3;0122;968,782166701007;011450900101;01145090010108301;011450900101083011;202605
2;011450;900101;083;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;0122;968,782166701007;011450900101;01145090010108302;011450900101083021;202605
2;011450;900101;083;04;1;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;0122;968,782166701007;011450900101;01145090010108304;011450900101083041;202605
2;011450;900101;083;05;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;3;0122;968,782166701007;011450900101;01145090010108305;011450900101083051;202605
2;011450;900101;083;08;1;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;3;0122;968,782166701007;011450900101;01145090010108308;011450900101083081;202605
1;011550;000402;063;01;1;3;3;1;1;1;1;3;3;3;3;3;3;3;3;3;3;0111;200,819059697388;011550000402;01155000040206301;011550000402063011;202605
1;011550;000402;063;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0111;200,819059697388;011550000402;01155000040206302;011550000402063021;202605
1;011550;000402;063;03;1;3;2;2;2;2;2;3;2;3;2;2;2;3;3;3;3;0111;200,819059697388;011550000402;01155000040206303;011550000402063031;202605
1;011550;000402;063;04;1;2;2;3;2;3;2;2;3;2;3;2;3;2;2;2;2;0111;200,819059697388;011550000402;01155000040206304;011550000402063041;202605
1;011550;000402;063;05;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;200,819059697388;011550000402;01155000040206305;011550000402063051;202605
1;011550;000402;063;06;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0111;200,819059697388;011550000402;01155000040206306;011550000402063061;202605
1;011550;000402;063;07;1;3;2;3;2;3;2;2;3;2;3;3;2;3;3;3;2;0111;200,819059697388;011550000402;01155000040206307;011550000402063071;202605
1;011550;000504;066;01;1;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;0111;79,0641943905295;011550000504;01155000050406601;011550000504066011;202605
1;011550;000504;066;02;1;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;0111;79,0641943905295;011550000504;01155000050406602;011550000504066021;202605
1;011550;000504;066;03;1;3;2;2;2;2;2;3;3;3;2;2;3;3;3;3;3;0111;79,0641943905295;011550000504;01155000050406603;011550000504066031;202605
1;011550;000504;066;04;1;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;0111;79,0641943905295;011550000504;01155000050406604;011550000504066041;202605
1;011550;000504;066;05;1;3;2;2;2;2;2;2;2;3;2;2;2;3;3;3;3;0111;79,0641943905295;011550000504;01155000050406605;011550000504066051;202605
1;011550;000504;066;06;1;3;3;1;1;1;1;2;2;3;2;2;2;2;2;2;3;0111;79,0641943905295;011550000504;01155000050406606;011550000504066061;202605
1;011550;000504;066;07;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;0111;79,0641943905295;011550000504;01155000050406607;011550000504066071;202605
1;011550;000604;081;01;1;1;1;1;2;2;2;2;3;3;3;3;3;2;2;2;2;0111;228,091990502317;011550000604;01155000060408101;011550000604081011;202605
1;011550;000604;081;02;1;1;1;2;2;3;3;3;3;3;3;2;2;2;3;2;2;0111;228,091990502317;011550000604;01155000060408102;011550000604081021;202605
1;011550;000604;081;03;1;1;1;2;2;3;3;3;3;3;3;3;3;1;2;2;2;0111;228,091990502317;011550000604;01155000060408103;011550000604081031;202605
1;011550;000604;081;04;1;2;2;2;3;3;3;3;3;3;3;2;2;1;1;2;2;0111;228,091990502317;011550000604;01155000060408104;011550000604081041;202605
1;011550;000604;081;06;1;3;3;2;2;3;3;3;2;2;2;2;2;3;3;3;3;0111;228,091990502317;011550000604;01155000060408106;011550000604081061;202605
1;011550;000604;081;07;1;2;2;2;2;2;2;2;3;2;3;3;3;3;3;2;2;0111;228,091990502317;011550000604;01155000060408107;011550000604081071;202605
1;011550;000604;081;08;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;0111;228,091990502317;011550000604;01155000060408108;011550000604081081;202605
